   7.1889167e+00   2.7676510e-02   1.6283441e+00   1.9696629e+01   1.0990976e+00
   7.1959115e+00   2.4653590e-02   1.6778680e+00   2.0625237e+01   1.2558626e+00
   6.4928495e+00   1.7360800e-02   1.9524589e+00   2.1397656e+01   1.3107354e+00
   6.8831070e+00   9.6660970e-02   1.9632779e+00   2.1909662e+01   1.3089131e+00
   6.3960286e+00   9.5701260e-02   1.6959522e+00   2.0944944e+01   1.1977198e+00
   7.6000019e+00   5.9797370e-02   1.7497891e+00   2.0200277e+01   1.2317261e+00
   7.7276120e+00   7.3130080e-02   1.8177751e+00   2.1325254e+01   1.2559188e+00
   6.4291135e+00   3.4038520e-02   1.7178591e+00   2.0755173e+01   1.2965783e+00
   7.6001914e+00   9.2055600e-03   1.7858166e+00   2.0410648e+01   1.1189393e+00
   7.1579806e+00   4.6349800e-02   1.8706182e+00   2.0249594e+01   1.1774115e+00
   7.4320943e+00   5.4758620e-02   1.8380079e+00   1.9818831e+01   1.1510169e+00
   6.3738591e+00   8.1928700e-02   1.8048480e+00   2.2060484e+01   1.0890138e+00
   7.2379884e+00   1.9894750e-02   1.8352212e+00   1.9348894e+01   1.0873644e+00
   7.4003477e+00   8.5685030e-02   1.7143976e+00   2.2027334e+01   1.1887452e+00
   7.0474513e+00   3.5165260e-02   1.7283137e+00   2.0873098e+01   1.2587674e+00
   6.6615440e+00   7.5464770e-02   1.6291439e+00   2.1412674e+01   1.2137509e+00
   6.6238517e+00   2.9596170e-02   1.7291025e+00   1.9520005e+01   1.1724273e+00
   7.4168815e+00   8.8393650e-02   1.7071473e+00   1.9672946e+01   1.1203375e+00
   6.5830319e+00   3.2551160e-02   1.8207282e+00   2.1609303e+01   1.2811827e+00
   6.4691519e+00   1.6501590e-02   1.8235825e+00   1.9104238e+01   1.2237724e+00
   7.3108972e+00   3.9252920e-02   1.7910476e+00   1.9944173e+01   1.2678516e+00
   7.6888007e+00   9.3460400e-03   1.7254073e+00   2.1178116e+01   1.2836422e+00
   6.3501674e+00   8.2110570e-02   1.6431304e+00   1.9852448e+01   1.2247591e+00
   7.0667463e+00   1.5115200e-02   1.9723749e+00   2.0501928e+01   1.2674546e+00
   7.4903241e+00   3.8411440e-02   1.7422948e+00   2.2773378e+01   1.2277768e+00
   7.2082080e+00   9.4426070e-02   1.7982175e+00   2.2786499e+01   1.0850796e+00
   7.3622116e+00   9.8762550e-02   1.9717491e+00   2.1280350e+01   1.2601115e+00
   6.7561200e+00   4.5630450e-02   1.7786786e+00   2.1140578e+01   1.1222501e+00
   7.6385807e+00   8.2612280e-02   1.7345782e+00   1.8962412e+01   1.1900434e+00
   7.3520891e+00   2.5137410e-02   1.8071269e+00   2.3007177e+01   1.2031494e+00
   7.1095401e+00   5.9737160e-02   1.8281291e+00   2.1306721e+01   1.1961650e+00
   6.5450478e+00   9.0283180e-02   1.9274161e+00   2.2225379e+01   1.2826526e+00
   6.8709780e+00   5.3455790e-02   1.6445150e+00   2.1258541e+01   1.1219553e+00
   7.2950692e+00   5.9020140e-02   1.7872311e+00   2.2584808e+01   1.0835124e+00
   6.9675462e+00   3.9281800e-03   1.9015017e+00   2.1353622e+01   1.2837034e+00
   6.9565219e+00   3.5718180e-02   1.8786970e+00   2.1877169e+01   1.2582419e+00
   7.2155973e+00   7.9613100e-03   1.8309679e+00   1.9523840e+01   1.1896074e+00
   7.0680800e+00   3.0545990e-02   1.6333540e+00   2.0699493e+01   1.1800556e+00
   7.2616030e+00   3.3071930e-02   1.7462363e+00   2.1814338e+01   1.1080151e+00
   7.1920122e+00   7.7383030e-02   1.8227487e+00   1.9339403e+01   1.1612830e+00
   7.4798939e+00   3.9959200e-03   1.7279027e+00   2.0746342e+01   1.1027182e+00
   7.0800768e+00   4.2949220e-02   1.8044403e+00   1.9598049e+01   1.2517994e+00
   7.6257149e+00   3.1492690e-02   1.8624481e+00   2.1029310e+01   1.0985005e+00
   6.7946952e+00   6.3649110e-02   1.6773097e+00   2.2339951e+01   1.1294281e+00
   6.4721403e+00   3.4634720e-02   1.6381720e+00   1.9278448e+01   1.2177063e+00
   6.7685610e+00   4.3097400e-03   1.7416137e+00   2.2260289e+01   1.1505196e+00
   6.5053085e+00   8.7991520e-02   1.6589030e+00   2.1273531e+01   1.2373744e+00
   7.5129678e+00   7.6324060e-02   1.6844050e+00   2.1375260e+01   1.2728564e+00
   6.4107203e+00   8.7809660e-02   1.9388977e+00   1.9732023e+01   1.1642912e+00
   7.2276099e+00   4.1750910e-02   1.7515314e+00   2.0731697e+01   1.1024257e+00
